Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Chile,CHL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,27.08029197,25.20066263,21.48710116,21.19361348,22.04823611,22.18155467,23.85994062,23.60616541,23.77607784,25.15671752,25.28402857,19.36357393,16.40202523,14.98241666,28.55698707,40.37225893,38.17722738,33.86178647,36.80581426,39.90619825,36.16800955,31.92709052,39.4023512,33.96520165,36.72776127,38.80873171,40.36066766,43.23453723,47.3993129,51.14452116,49.22773333,45.2172354,43.93943847,41.25194032,41.09574532,43.46391613,45.58937554,45.12638366,44.15781835,43.86024932,48.14541743,49.87932924,50.19779251,53.58166791,57.84852866,60.51148227,63.10698117,66.74896041,70.76199281,57.20700954,60.03928771,62.10971487,59.11960622,56.28183258,56.98737958,51.31895954,48.16381538,48.54279637,50.51451062,49.76653036,52.39949074,59.12291261,67.46223257,
China,CHN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,8.739664765,7.369644892,6.960509701,6.864982079,6.632263174,6.827473749,6.729665837,6.252627139,6.221921949,5.452564425,4.952342885,4.921814404,5.756038201,8.000394363,10.33296785,9.554576787,8.836601835,8.384783927,9.650247448,11.08596881,12.42466019,15.20185083,14.65368029,14.31211053,17.0685774,22.4641566,24.57321447,25.26923808,25.20175142,24.4757095,29.25646759,32.8275425,33.56572571,31.6102768,41.93014999,38.23959145,33.56077916,33.8146142,31.48006575,32.96403515,39.15500757,38.05066885,42.21296581,51.25567502,59.04604843,62.20166953,63.96668237,61.30622638,55.79173055,43.27065175,48.85669983,48.22674911,45.32389801,43.45653366,41.06223756,35.73663652,32.80917001,33.36290883,33.26717275,32.05779479,31.69932665,33.92117918,35.12561246,
Cote d'Ivoire,CIV,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,52.72759497,58.55277893,54.08467331,52.55915803,57.65075917,55.7747388,55.17023826,54.38984574,57.13031265,57.66291296,58.88080593,54.09914624,54.4500802,62.46956688,71.07139246,59.27312071,62.80493777,62.45742065,58.83152374,54.74172759,59.95704876,58.28577015,59.86432717,57.45676859,61.41802931,70.88345704,59.06116586,54.31391436,47.27371744,50.40271632,47.87950666,45.64156598,46.86643466,41.95274827,56.04099077,61.24464017,40.66149002,40.0719033,38.7213745,40.05618686,38.42549828,38.63053266,43.61267762,42.66471303,49.48411372,56.42154121,56.55142712,53.37952526,53.62366091,53.96494465,55.12603112,52.7474588,60.31022355,57.37105915,49.40113675,46.4083763,39.8283242,40.87991194,39.09950652,38.73387116,36.48775783,40.85720707,49.10687092,
Cameroon,CMR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,29.4689371,29.71915665,29.52835875,36.61316553,31.03070175,34.14884101,30.78323833,31.83164656,36.03547741,38.98045702,40.65263134,37.02681487,34.97409238,36.13139785,42.41185744,36.6113517,38.78416472,42.39005657,39.84685269,40.66563249,44.73697072,38.30015898,34.41101074,32.02235738,27.32517689,21.91973714,20.96641829,19.37981529,17.98782022,26.72401644,27.62600836,25.39654699,24.87620848,18.44663317,28.85723685,26.23156635,26.99769696,29.83467632,28.02229926,25.23814454,31.43874576,32.87538062,29.53954866,27.83915026,25.93723818,28.68294409,32.16563844,37.14019972,39.4261014,28.61851035,32.75833647,36.9463389,35.77840391,33.09948527,34.89751528,31.36580848,25.16979703,22.24189243,23.66297435,26.88867518,21.22225202,25.11028156,31.39029089,
"Congo, Dem. Rep.",COD,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,32.80825555,51.84509824,38.87860817,49.9929165,44.20389349,49.21757629,43.57237535,,24.6440678,16.32615156,33.03853685,43.12990103,45.67304273,36.43176436,40.59309783,29.22785343,7.805932447,22.45170131,25.35506682,32.14521335,38.53368648,42.56765107,38.72846714,38.83594497,43.96489449,39.68174691,45.44248708,46.82707989,42.3118148,38.24999241,41.77777967,44.1825246,34.15933159,47.60481324,58.72409324,42.89066936,42.66481161,57.44419222,60.56987486,
"Congo, Rep.",COG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,66.80236515,65.27082096,66.65816339,61.54438171,61.39141215,57.48341714,52.12734364,55.60296126,53.73188696,46.78538446,32.73195043,37.87314137,39.93481239,40.03886814,60.81679333,45.36550438,52.0840511,62.07332517,64.52187222,65.65173876,87.40782922,63.05453875,81.45732469,61.41304484,82.10317741,77.97775985,74.29966031,65.36819117,67.84069449,73.86194976,57.23992,59.56283509,55.70664642,61.430745,89.86272514,87.05088058,113.9844454,111.6794535,104.8996939,101.1137821,91.51382177,97.86518019,97.38812228,100.1220676,94.52488056,90.96238303,100.231594,116.3878534,109.1000453,130.0895798,85.84316915,133.0979845,83.57584432,104.823725,104.7589997,154.1878791,175.3779741,108.2606016,99.10107066,55.93610464,59.30100397,72.37427996,86.74845358,
Colombia,COL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,24.36027622,21.80401696,20.26016057,19.7263673,18.98426906,17.21994445,21.77389643,17.28704783,20.16706494,20.03046363,21.81052211,20.65116784,19.22420755,21.62710261,25.10907495,22.5977764,23.04873842,21.99686027,25.70978969,24.2480325,25.93655449,22.30657954,21.82301204,20.56296525,20.80875977,22.04650521,25.6535813,24.64444594,25.60149745,27.11425962,25.72940528,24.32209491,23.08267571,25.49564367,24.92121166,25.92437256,24.98214447,25.22115571,25.91729491,25.76990171,24.61274749,25.58435433,25.13838958,28.49491129,28.15724616,29.11665233,31.24548828,30.49417641,31.87368127,28.28381216,27.99281339,33.18186182,32.14886631,30.94031671,31.18396035,30.57967058,27.11020544,26.60526225,27.82989105,28.53961381,27.57606373,31.83178635,39.11622515,
Comoros,COM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,17.90609334,24.44615062,28.80293686,27.65862609,27.07133246,26.43269041,20.41563937,18.9615105,20.75736135,17.86358712,16.29338606,19.33466268,19.89555266,17.88547434,20.05080471,18.57141652,15.90692958,16.73775178,16.21153915,16.73399529,16.23299972,17.96508319,16.90280983,17.7368113,16.56919481,16.97649615,17.89723794,19.10332143,20.42244744,24.85250936,27.97422353,29.6162707,28.84302577,27.32426204,26.44426438,23.91231077,24.68317924,27.10128324,23.88968785,25.43891477,24.57064239,27.85301522,32.3536194,
Cabo Verde,CPV,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,51.31925085,53.05868661,54.04226201,64.99312939,65.14211959,65.34609242,58.22151599,45.9080098,41.23974384,44.49453567,46.27050558,47.83835385,51.79737082,32.21745463,52.63408349,53.37176171,49.20521919,50.75328288,45.60168312,43.38162626,44.69358469,43.33228924,46.25247109,44.75810813,48.21934334,46.90191861,50.83193468,46.61674746,43.73295417,40.16553003,43.0743591,49.63802382,42.96733435,39.13429585,41.52933489,38.34597696,39.24769868,42.01845773,40.45168924,38.09647078,42.43602285,43.84677621,41.67298845,
Costa Rica,CRI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,38.22555929,38.95374073,42.99003414,42.78161474,46.62920884,48.90543215,48.66325663,47.89432124,49.75179062,50.95883417,55.64411237,53.38173091,52.81640254,52.32431658,69.60509144,60.53455637,56.49611136,60.18043691,57.64631362,57.76208248,52.61363727,84.4956698,67.48193451,59.13995761,57.36955891,52.91890958,51.34664589,56.05618532,57.55607835,59.64548907,60.1923657,48.28886434,49.99975528,64.08310839,63.57523992,65.34472001,69.23022874,73.76372016,85.97471464,91.31618455,81.51926135,72.54552783,75.10787549,79.69656593,78.28336558,84.07914077,86.93607864,82.90588965,80.76165846,65.63191147,61.12280051,62.26934627,61.45031279,58.11028938,55.28832263,45.5246732,43.87138069,45.54990359,47.71534969,45.69708864,43.69057321,55.75984503,58.39815492,
Caribbean small states,CSS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,77.08732962,79.17353925,75.83391445,76.1158401,80.70295929,78.51738912,78.16708068,75.37502405,78.90768741,83.01412983,86.46016478,95.50851338,91.45524847,99.29919255,160.9818738,162.9339465,177.5353896,158.9577381,151.9329522,153.234106,187.4439018,176.6588209,138.8623994,112.1803948,103.2796148,89.43541961,92.81044743,86.74914256,77.58858007,89.74172444,64.00017639,66.16647218,61.82368307,61.29058413,59.07438421,66.2584744,64.88307151,62.26799398,56.26909195,54.05041335,60.06496385,57.40432295,53.77769188,56.85707175,60.56553293,67.43958483,73.33422941,71.04841261,78.09321576,59.92006516,59.90219921,70.73002207,66.13995134,76.44432852,66.00389439,55.85683378,51.34035537,52.8618485,57.84627481,53.35663703,49.77520825,58.27636095,64.37642586,
Cuba,CUB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,41.4016836,32.49618231,26.14579653,32.06941443,46.53708455,58.03146563,55.39690153,61.24104481,51.93137029,50.61159949,60.67426719,59.30942579,59.92790639,61.44128147,59.81850548,60.93237766,63.85962619,51.61034957,47.69656671,47.6585747,33.8622872,22.20709213,14.03613102,11.17705331,12.09209958,14.54166465,20.86550373,22.86139324,22.18264894,20.66306896,21.32803758,20.51612252,16.6624492,17.71807071,20.80203125,24.39508485,27.47362673,27.39810832,34.33262672,22.11320876,27.55067778,29.9797072,27.02861596,25.91123555,22.18555075,17.27478056,13.77579491,12.98287625,13.85006997,11.5665451,8.321239141,,,
Curacao,CUW,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.3653152,106.2785936,86.07024726,82.40158971,65.32017716,61.1963502,62.43750381,76.91133987,61.43171691,58.39813307,66.68870498,83.76743153,
Cayman Islands,CYM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.35540275,24.09164822,25.36007256,22.51434525,21.55482918,23.86484839,23.28126187,23.40099257,23.47215342,22.3229114,22.01933277,22.00809311,23.36271811,24.87421269,24.06491689,25.96056791,28.21108398,
Cyprus,CYP,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,93.89388459,119.7729368,128.0467273,114.3122089,113.7567082,80.48976109,82.77858691,81.83425753,79.70878719,85.02143707,70.89333293,55.74726721,55.38739768,59.92344667,67.47040073,62.93897411,61.9042952,62.20929401,51.59104469,53.66494595,49.52113173,53.63607414,51.37299057,46.30868438,43.9611384,48.03800026,47.1152961,43.16025958,37.04461122,37.23899685,42.21139477,41.15522308,41.75851532,44.09097762,35.0428318,38.74922779,38.07736595,36.17685738,34.86691965,48.19055746,51.99951604,51.52017817,54.73820943,62.16627539,48.48339551,46.87004283,48.15330747,55.92036494,
Czechia,CZE,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.15809533,69.48768724,77.17735823,74.14548097,79.55109877,81.12121696,84.41975882,98.77051749,102.6736759,96.29178912,100.3392255,115.9735058,112.7447034,120.3859397,126.5444264,121.9665933,105.0949642,124.1852362,137.2452729,142.8977588,144.8057761,157.269695,159.1432992,155.7694899,158.0275688,155.3799839,149.7405367,147.58071,155.624438,164.5779506,
Germany,DEU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,29.73288613,29.25694892,29.05755568,30.73845011,35.71249847,33.65159221,36.6678917,36.55797571,35.6809872,37.60728586,40.07846623,42.47343773,42.71916882,41.8191976,44.78720425,46.74466787,41.50003435,40.27265621,40.9489291,43.67028023,43.84481708,42.41702759,39.34472395,34.89106838,36.65740718,38.18299751,39.39329762,43.33754507,45.34301845,46.36042683,53.85095986,54.36164594,53.2173317,54.21130896,57.76206815,61.40043467,67.27847697,69.36630065,70.25507239,59.98919087,68.05776689,72.78273515,72.46558654,70.33844152,69.4611048,70.80498307,68.86979594,70.74518335,71.57963382,70.02483012,65.70201286,71.47951823,79.07784754,
Djibouti,DJI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,63.05178968,,62.40429473,56.59502043,54.24953637,53.05883202,49.95437084,49.15718388,47.84910041,42.30314419,38.37468459,40.6878763,41.17964426,43.55706692,41.41171815,43.35751434,39.83107148,39.4165645,44.20904402,44.89003506,44.73400376,50.85360679,62.62391153,64.3575782,50.32834073,40.66943483,48.7433063,50.38293463,41.07073385,42.08284658,41.45369598,155.818417,243.9023212,244.5540195,263.3339404,178.8298273,266.3161679,281.6982459,
Dominica,DMA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,74.11775768,77.01703831,56.34544305,79.66523752,84.03628354,79.30517349,72.97406402,76.95332921,69.460756,73.24546129,75.06481529,82.98940261,82.10125503,85.88607362,74.62585951,67.50427242,57.42774392,54.09002396,57.5545392,62.95221562,61.71843485,60.17162353,58.47613732,60.5750969,51.4397692,47.71961807,48.93520616,50.65359477,56.82823415,53.29891428,55.29528614,62.63792225,52.75274517,52.85263213,50.89556983,49.79461816,47.76274714,51.11161718,45.12359674,40.26172693,40.26445295,56.23948514,55.270569,45.41715024,45.02341217,47.41203227,
Denmark,DNK,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,45.72677635,43.578926,43.5079624,44.32074808,45.46291046,43.4251111,40.97298692,45.71986167,51.65623605,47.14090158,48.32657027,46.86212711,44.21753414,47.03533836,50.73844215,54.42176742,53.11618774,53.29230123,55.14401386,56.39132997,50.14148695,46.77079873,48.23940009,51.22800326,50.78074379,51.72502134,50.54485773,48.22982478,50.61013837,52.34670149,51.54015385,54.26776356,54.17534986,53.97066746,58.99716368,58.87866415,60.35485834,56.82863553,57.77708755,60.76440371,62.94608513,62.98786644,64.0379032,55.13518902,55.74367436,60.32706604,60.33765468,60.62469805,59.79286341,59.82692794,57.7546471,58.85293687,59.53628399,60.39271636,58.27894867,60.69984833,64.13819073,
Dominican Republic,DOM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,41.64189841,34.09263596,38.83023905,38.05272513,39.00156387,25.10978493,32.32035776,34.11287205,37.53127606,34.94514425,37.22652306,36.06360636,37.03330985,39.70487888,49.3898896,49.5387864,40.33911173,38.25946677,35.12588712,37.86280643,47.04716549,45.07161467,32.38019208,30.17157235,25.00431258,59.76711664,54.24583899,67.22096934,85.46229306,81.61106786,73.17270869,56.01312364,57.64566569,60.12517779,57.05805007,53.79455736,53.61365183,56.06608223,58.0743578,59.53042592,62.60239172,54.89843291,51.60029684,61.19654853,61.92885986,44.75989893,49.58839561,47.21206307,47.25638115,36.83920957,41.29766555,44.63398424,44.17818322,42.31507064,40.44658816,37.02531317,35.98061779,34.83710076,36.04097877,35.37273947,34.76075778,39.01492293,39.21175972,
Algeria,DZA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,60.87496674,57.13119137,29.22888879,53.34848662,49.15243948,41.7054027,41.58087339,40.40499479,42.70345832,45.63975595,46.59170286,41.04638264,41.34928139,47.34803402,66.02637972,65.5486807,58.32501961,62.31608409,56.41679114,54.00721429,57.68927078,57.94772671,52.92081176,47.09294041,42.9862645,39.14883395,26.78515023,22.87334304,26.23144054,34.22323229,36.50369832,44.20803011,41.2889714,38.43182578,42.41808286,48.74499048,47.59109571,46.87239372,40.69288768,44.58614412,56.94793397,53.10651278,54.2068483,52.37398088,57.97668289,64.30247039,65.00108342,65.04363429,69.45994963,61.5606604,60.49725772,60.36404651,58.47342266,57.21055428,55.48899078,52.03663294,48.18657147,47.76686566,50.38400033,46.54394026,39.43365093,46.5044898,51.25733057,
East Asia & Pacific (excluding high income),EAP,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,14.0969759,14.03340135,14.13627052,14.01512585,13.38657329,12.89617327,12.47120063,13.12373048,13.4136861,12.55536583,12.2810066,12.12905294,13.04670973,16.75684038,22.83647443,20.3266467,21.45792386,21.59073918,21.62207493,24.59611764,26.94484897,28.87086523,28.54914179,28.52648652,29.83761571,30.64381654,31.03858658,33.34057057,35.24411975,37.61707394,44.5143796,48.06471323,47.89435819,45.35885564,54.51102193,54.36863245,49.66449988,51.5308051,51.21934714,51.39313194,58.51523612,54.6223558,56.54079213,62.46815339,69.71417768,72.64404395,72.53205174,68.98370039,64.23929149,49.94987698,54.79242698,54.71026625,51.82070227,49.78504893,47.45879216,41.97333099,39.0655063,40.38784287,40.51054983,38.7591649,38.01021373,41.06792729,43.37614498,
Early-demographic dividend,EAR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,22.15658364,20.97993593,20.3869636,20.21080714,20.21908331,20.20049962,21.52805375,20.92873589,20.66778739,20.22518794,20.28799888,20.99918311,21.05383743,23.66136388,32.79105728,30.76492645,31.66150849,32.90390515,32.04902661,32.78257901,38.75984882,37.90447237,35.7950018,30.64053013,29.42804766,26.47504884,23.37389431,26.51929351,28.6162631,30.82808281,30.77748041,30.52148759,30.81553009,29.42991998,30.27654823,35.16524273,36.39999601,37.28852066,35.79045093,35.83763026,39.33389938,37.45111145,39.98177035,40.69035912,43.53886567,46.27851921,47.63710403,46.92944961,51.07164904,40.75333805,42.91340915,48.11762364,47.68652963,47.0431661,45.07224292,41.181578,38.1433848,39.97425399,43.63095481,41.26308493,37.80905578,44.07356674,47.59925083,
East Asia & Pacific,EAS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,20.23986634,20.37010529,20.0745702,20.26336938,19.83347719,19.90284298,19.69849028,19.71514397,20.08512319,20.19907029,19.64401301,20.26634516,19.5880044,22.1642897,28.92862728,25.83709282,27.49049116,26.57826234,24.13880849,27.74039796,32.45557691,32.63449929,32.11788267,30.79121392,32.71037034,31.78737824,26.2156168,26.58769443,27.14424267,28.85252595,30.74500789,30.26844807,30.18011205,29.03229526,30.91471212,32.63034334,34.84200485,37.68823732,37.18141152,35.94858949,40.19678209,39.63858901,41.82962883,45.10190225,50.15520762,53.99721575,59.00507157,60.59941938,60.83333991,48.07025037,53.99326476,55.54067308,53.72359484,54.52139868,53.39503863,48.03965385,44.54695804,46.92474901,47.49016172,45.25697347,43.90302504,48.71066009,53.11154524,
Europe & Central Asia (excluding high income),ECA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,10.42731278,10.68984701,11.20797011,10.19742489,8.48111332,8.657381616,8.574468085,7.715198864,7.2,6.873287671,8.598473282,11.43092784,11.85472155,13.08846154,14.99394917,13.3354018,13.77842566,12.8639591,10.44870093,8.180447068,34.82854134,38.58970947,44.87923221,50.26718937,56.06806676,54.79677388,49.93831929,,,,,,22.39938467,23.19848614,33.38367282,40.25264184,44.76582119,44.67235198,42.62094887,45.89021176,50.40150648,52.00510727,50.37798277,51.44097417,52.11599265,51.21825772,52.2304879,51.27413228,53.78787215,46.02931997,47.77087463,50.01963205,48.24328153,46.06707341,46.76767711,45.31576437,44.08342351,47.1541823,51.86507485,50.3334327,49.29989809,54.73946619,53.46530175,
Europe & Central Asia,ECS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,29.58062525,28.96186007,28.20072531,28.25060332,28.52734229,28.31709868,28.76712617,28.04144117,29.21587228,30.6816879,30.96656921,30.81005163,30.78961165,33.46916425,40.12502622,36.20719947,39.05554821,39.15358149,37.72677976,39.50320422,41.43915718,42.48636448,42.24652876,42.14745827,44.96159038,45.58973501,40.10119276,39.48558263,39.56382343,41.42105086,40.05904194,38.67516978,36.46909144,36.45007308,39.96684959,42.40760092,43.24868576,45.5979035,46.26891525,48.9750263,55.22002215,54.67164305,52.92768747,52.37220579,54.27782081,56.45468262,59.81996919,60.12233975,62.11731866,53.30795713,59.40042332,63.63732371,64.11549517,63.12626442,62.19289952,61.78038606,61.57842485,64.17588036,66.04127872,65.04731516,62.6488124,67.88645599,75.87722902,
Ecuador,ECU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,12.56363398,13.28505135,15.87398084,13.59392843,13.14531169,13.78271754,13.54294776,15.82083192,18.62767217,13.97740474,16.20958921,19.56997417,20.2449095,23.87098373,27.30610413,25.36319923,24.37328693,23.80662465,25.6909251,26.13021486,26.47427687,21.53524288,22.55913021,22.35828675,25.04654973,27.2434306,26.00211567,29.97398389,29.92671895,30.30057893,30.02767991,30.89730761,30.44062957,28.86151103,33.07106447,34.7891794,35.02284267,36.28641701,34.94759493,38.01423446,47.18524084,41.03672977,40.18712425,39.85464371,43.66841942,49.11691582,53.07887835,55.31313392,60.99156877,46.31021339,54.74918995,58.98330939,56.00483979,54.65593018,52.54293502,40.13379705,33.1426492,37.52018465,41.65504236,41.52606307,38.54624508,49.34636901,57.11195069,
"Egypt, Arab Rep.",EGY,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,31.09928051,31.75441868,24.22627426,21.71185506,21.19717212,19.26089768,19.85066505,18.5383559,20.16134101,41.9006979,45.87274715,40.0195612,45.29607303,57.14399885,31.50288559,36.4837725,54.27790021,44.1074813,43.56357143,40.93468734,37.94281984,34.99338776,50.86067573,82.91565584,64.23636156,27.45765031,30.81483467,26.98777628,24.30084278,26.29774629,25.22305588,24.47740541,21.84185032,22.74698956,21.58620644,19.88610732,18.82512127,21.51126946,25.35607186,32.50850196,39.46510864,40.98445847,43.18072503,45.82166387,35.95510267,36.24060252,37.89614981,35.32895444,33.0051118,30.64149437,25.78373338,24.44247988,35.12241363,37.93918992,31.37673267,22.67403716,26.89088592,28.25162958,
Euro area,EMU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,27.23480356,27.06803476,26.26921516,26.37120747,26.69651016,26.79001264,27.13432107,26.38506093,27.14019691,29.01279705,30.37967998,30.29833797,30.55488803,32.63743323,38.92721533,35.29080141,38.41642235,38.43841681,37.21145753,39.35840832,40.66037405,42.54933167,41.96849793,41.28638442,43.8994883,44.62258986,38.78833745,38.17204832,38.57252006,40.84271761,39.97009606,38.81586106,37.2935665,36.57923981,39.43360598,42.20806794,42.7303918,45.95439244,47.50137215,51.26337253,59.09388802,58.17274491,56.07289805,55.14444896,57.41165315,60.17912752,63.79079095,65.20626755,66.21906723,55.59368863,63.60443844,68.92107088,70.1001597,68.86782615,68.27010385,68.29172202,66.79100202,69.62931081,71.08804753,70.04285461,66.54396135,73.43865507,85.09340204,
Eritrea,ERI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.92281063,83.5697376,106.6414265,93.42308004,93.86679898,84.77908252,71.89582968,77.07733108,71.91690098,58.7475592,80.89708878,50.56028299,44.2719649,45.61077293,41.86063057,39.68210338,44.26930576,32.36933484,42.33994713,66.82803455,54.05065795,46.28938467,69.19130092,44.89797344,53.1746521,55.95734862,70.10389745,42.02515999,36.12149595,38.14192341,43.11545252,
Spain,ESP,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,11.98628966,13.02559526,14.29496878,14.10229167,14.87548309,16.05609174,16.86915323,15.17673683,16.18399121,17.01781148,17.4054128,17.10231474,18.00366171,18.90270804,23.15006942,20.87089776,22.11173951,21.18471358,19.81697505,20.33811846,23.54201484,25.87867741,26.5121737,28.62045082,30.4114555,29.98449107,24.77428522,26.13507123,26.58014968,27.95877685,26.71786499,26.59251473,26.00853287,27.06810034,31.20442135,34.39357265,35.55367469,36.67756919,40.15326929,37.76597123,45.35605607,43.21392531,41.02846709,40.19310271,41.24705665,41.72864674,43.03502379,43.59544609,43.03644286,34.90214215,40.88535599,46.13710796,47.75147366,48.57191943,49.81650158,49.66948438,48.71302991,51.13378167,51.86147512,50.68907941,49.64358571,55.31546953,64.30509946,
Estonia,EST,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.40236186,110.7810064,143.0422641,141.5559744,123.7816328,156.1923053,147.8100402,138.4233629,137.6238806,117.4716253,127.2720424,135.940646,118.8776608,117.0174023,97.73325174,122.3040322,147.1870798,148.4503116,138.4947507,128.9250272,119.5110931,116.8537345,116.0026492,118.0647522,109.7937961,107.3081783,121.5154153,127.6429457,
Ethiopia,ETH,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,15.27665242,15.37428,14.91615646,16.7854403,13.98610178,15.80935222,13.49818836,14.2818698,12.26845804,11.32633357,4.909435999,9.606410607,11.16557669,20.28016781,20.44628334,21.26828285,19.79221928,26.57898894,26.03614277,21.18328002,27.52897887,26.41765796,36.89835233,35.06005672,40.30274813,40.90083444,35.95564132,36.49843679,28.62745817,36.52060056,36.83875466,35.28687471,31.57511892,33.50342288,30.37034204,25.86654361,22.97027797,21.37079825,18.03204022,15.20838247,17.90550319,17.85169606,
European Union,EUU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,27.94046161,27.63014439,26.83939894,26.93431111,27.30187285,27.41243717,28.3389628,27.49290411,28.19236755,30.04568017,31.10265148,30.88893759,31.03401652,33.29719174,39.77719197,35.96242725,38.92103698,38.82697662,37.55933003,39.8469316,41.5066587,43.4040431,43.05685481,42.68649639,45.24074442,46.02268095,40.02940135,39.33418531,39.73842346,41.82252992,40.30805112,39.2225878,37.73136387,37.47261931,40.50618975,43.19029777,43.71876185,47.05210245,48.52994681,51.97423012,59.72117228,58.77727375,56.92760786,56.27705274,58.90793152,61.60100483,65.45294977,66.92693686,67.97848432,57.27100441,65.2922617,70.68556745,71.73341758,70.58109756,70.29402923,70.3744396,69.06146899,71.97733043,73.49331506,72.44942648,69.11751148,75.97684649,87.29946453,
Fragile and conflict affected situations,FCS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,39.12198352,37.02357187,35.91541476,34.58152186,38.29219813,36.8406412,32.95249059,35.03062014,35.0216912,35.92283771,31.84824823,37.68491086,34.76120724,39.38339703,52.46022797,53.17426923,51.76199387,55.39949528,52.38563059,55.26210386,59.69102757,38.39430072,35.08178668,31.17385449,34.80830615,33.7388624,26.39841873,27.73142206,30.61187392,34.06940846,25.06919166,32.46451365,33.15193119,32.11790054,32.13157589,31.54135651,32.32933626,30.78095776,26.77713913,37.43014803,41.1961423,40.40713902,40.04606022,42.67714322,48.6246209,49.43537953,47.14405744,47.25029546,49.14433384,38.91223285,40.23019749,52.1104103,50.04635675,46.49382389,40.44839691,39.35413992,35.09153272,38.66194969,44.96473992,44.40660662,37.32315412,46.58203329,51.28575703,
Finland,FIN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,39.29861866,37.28684511,36.77896479,34.22926621,36.00005368,35.77690478,35.08705437,34.03795126,36.57472071,39.83807898,43.53064147,41.30144901,41.22582426,41.99798352,49.5114024,44.54981795,43.12153742,45.59131789,45.33298581,50.75873207,55.52220638,53.76148002,50.17085788,49.71992629,48.98012346,48.05115907,43.10394621,43.31143349,39.31633669,40.10854199,37.87657428,35.13159979,40.15639239,46.549809,51.28560425,52.13510436,54.90536093,57.58471414,57.23122466,54.97172493,63.91468959,58.57653041,56.52455761,55.74286609,57.20240939,60.65046244,67.521071,66.98271873,65.88213296,48.8142841,55.45610191,59.29006431,57.89808554,56.0162339,54.97214803,51.2705211,49.32023655,54.23825373,56.03500769,54.81408693,49.46483516,56.6697351,64.84808245,
